-,00:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
Wednesday 2019-11-20,-,Giảm nhẹ,Tăng ổn,-,Tăng ổn,-,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,-,Giảm khá,Giảm nhẹ,Tăng nhẹ,Giảm khá,Giảm mạnh,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Wow!!!,Giảm nhẹ,Tăng ổn,Giảm khá,Giảm khá
Thursday 2019-11-21,Tăng nhẹ,Giảm mạnh,Giảm mạnh,Tăng nhẹ,Tăng nhẹ,-,-,Tăng nhẹ,-,Tăng nhẹ,Tăng nhẹ,-,-,Giảm khá,Tăng nhẹ,Giảm mạnh,-,-,Giảm nhẹ,-,-,Giảm khá,Tăng nhẹ,Giảm nhẹ
Friday 2019-11-22,Giảm nhẹ,-,Tăng ổn,Giảm nhẹ,Tăng nhẹ,-,-,Tăng ổn,Giảm khá,Giảm nhẹ,Giảm khá,Tăng nhẹ,Giảm khá,Giảm mạnh,Tăng ổn,Tăng nhẹ,Giảm mạnh,Giảm mạnh,Giảm khá,Tăng nhẹ,What the *,Wow!!!,Giảm khá,Tăng ổn
Saturday 2019-11-23,Giảm nhẹ,Tăng ổn,Tăng tốt,Giảm nhẹ,-,Giảm mạnh,-,Giảm mạnh,Tăng nhẹ,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,-,-,Giảm khá,Giảm nhẹ,Giảm khá,Tăng tốt,Tăng nhẹ,Wow!!!,-,Wow!!!,Giảm nhẹ,Tăng tốt
Sunday 2019-11-24,Tăng nhẹ,Giảm khá,Giảm nhẹ,Tăng tốt,Giảm khá,-,Tăng ổn,Giảm khá,Giảm nhẹ,Tăng nhẹ,-,Giảm mạnh,Tăng tốt,Tăng nhẹ,-,Wow!!!,Tăng ổn,Giảm khá,-,Giảm khá,Giảm khá,Giảm mạnh,Giảm mạnh,Tăng tốt
Monday 2019-11-25,Tăng tốt,Giảm khá,Giảm nhẹ,-,Tăng nhẹ,Giảm khá,What the *,Tăng nhẹ,Giảm mạnh,Wow!!!,Tăng ổn,Giảm mạnh,What the *,Wow!!!,Tăng tốt,Giảm nhẹ,Tăng nhẹ,Wow!!!,Giảm khá,Wow!!!,Giảm khá,-,-,Giảm mạnh
Tuesday 2019-11-26,Giảm nhẹ,Wow!!!,Giảm mạnh,-,Tăng ổn,Tăng nhẹ,Giảm khá,Tăng ổn,Tăng tốt,Tăng ổn,-,Tăng nhẹ,Tăng ổn,Giảm khá,Tăng ổn,Giảm mạnh,Giảm nhẹ,Giảm nhẹ,Tăng ổn,Giảm khá,Giảm khá,Tăng tốt,Tăng nhẹ,Giảm khá
Wednesday 2019-11-27,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,Tăng ổn,Tăng nhẹ,Tăng tốt,Giảm khá,Tăng ổn,Tăng tốt,Giảm mạnh,Tăng ổn,Giảm khá,Tăng nhẹ,-,Giảm khá,Giảm mạnh,Tăng tốt,Tăng tốt,Tăng ổn,Giảm khá,Tăng ổn,-,Tăng ổn
Thursday 2019-11-28,-,-,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm khá,-,Tăng ổn,Giảm khá,Giảm nhẹ,-,-,-,Tăng ổn,-,Giảm khá,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Tăng ổn,Tăng ổn,Giảm nhẹ
Friday 2019-11-29,Giảm nhẹ,-,Giảm nhẹ,-,-,Giảm mạnh,Tăng nhẹ,Tăng ổn,Giảm nhẹ,Giảm khá,Tăng nhẹ,-,-,Giảm khá,Tăng ổn,-,Tăng nhẹ,-,Tăng nhẹ,Tăng ổn,Giảm nhẹ,Tăng nhẹ,-,-
Saturday 2019-11-30,-,Giảm nhẹ,-,Tăng nhẹ,Giảm khá,-,Tăng ổn,Giảm khá,Giảm khá,Giảm nhẹ,Tăng nhẹ,Giảm khá,Tăng ổn,Giảm nhẹ,Tăng nhẹ,-,Giảm khá,-,-,Tăng nhẹ,Giảm khá,Giảm khá,Giảm nhẹ,Tăng ổn
Sunday 2019-12-01,Giảm khá,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Tăng ổn,-,Tăng nhẹ,Giảm khá,Giảm khá,Giảm khá,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,Tăng ổn,Giảm khá,Tăng nhẹ,Tăng nhẹ,Tăng tốt,Tăng tốt,Wow!!!,Tăng nhẹ,Giảm mạnh,Giảm khá,-
Monday 2019-12-02,Tăng tốt
