-,00:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
Monday 2019-11-11,-,-,-,Tăng ổn,Giảm nhẹ,-,-,-,Giảm nhẹ,-,-,Giảm nhẹ,-,Giảm nhẹ,Tăng nhẹ,-,Giảm khá,-,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,-,-
Tuesday 2019-11-12,-,Tăng nhẹ,-,Giảm nhẹ,Tăng nhẹ,-,Giảm nhẹ,Tăng nhẹ,-,Tăng nhẹ,-,-,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,-,-,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm khá,Tăng nhẹ,Tăng nhẹ,-
Wednesday 2019-11-13,Tăng nhẹ,-,Giảm nhẹ,-,-,-,-,Giảm nhẹ,-,-,-,-,-,-,-,-,-,Tăng nhẹ,-,Tăng nhẹ,Giảm khá,-,-,Tăng nhẹ
Thursday 2019-11-14,-,-,-,Giảm nhẹ,-,-,-,-,Giảm nhẹ,-,-,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,-,-,Giảm nhẹ,-,-,Tăng ổn,Giảm nhẹ,-,-
Friday 2019-11-15,-,-,-,Tăng nhẹ,-,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,-,Tăng nhẹ,-,Tăng nhẹ,-,Tăng tốt,Giảm nhẹ,Tăng nhẹ,-,-,Giảm nhẹ,Giảm mạnh,-,-
Saturday 2019-11-16,Tăng ổn,-,-,Tăng nhẹ,Tăng ổn,Tăng ổn,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,Giảm khá,-,Giảm nhẹ,-,-,-,Tăng nhẹ,Giảm nhẹ,-,Giảm nhẹ,-,-,Tăng nhẹ,-
Sunday 2019-11-17,-,-,Tăng nhẹ,-,Tăng nhẹ,Giảm nhẹ,-,-,-,-,Giảm nhẹ,-,Tăng nhẹ,-,Giảm khá,Tăng ổn,-,-,-,Tăng nhẹ,-,Tăng nhẹ,-,Tăng nhẹ
Monday 2019-11-18,Tăng ổn,-,-,Giảm nhẹ,Tăng nhẹ,-,Giảm nhẹ,Giảm nhẹ,-,Giảm nhẹ,-,Tăng nhẹ,Tăng nhẹ,-,Giảm nhẹ,Tăng tốt,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,-
Tuesday 2019-11-19,Giảm khá,Giảm khá,-,-,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,-,Giảm khá,Giảm khá,Giảm nhẹ,Tăng nhẹ,Giảm khá,Tăng nhẹ,-,Giảm khá,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,-,Tăng nhẹ
Wednesday 2019-11-20,Tăng nhẹ,Giảm nhẹ,-,Tăng nhẹ,-,Tăng nhẹ,Giảm khá,-,-,-,Giảm nhẹ,Giảm nhẹ,-,Tăng nhẹ,-,-,Giảm khá,Giảm khá,Tăng nhẹ,-,-,Tăng ổn,Giảm nhẹ,-
Thursday 2019-11-21,Tăng nhẹ,Giảm mạnh,-,Giảm nhẹ,Tăng nhẹ,-,-,-,-,-,-,Giảm nhẹ,-,Giảm nhẹ,Giảm nhẹ,Giảm mạnh,-,-,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Giảm khá,-,Giảm nhẹ
Friday 2019-11-22,Giảm khá,Tăng nhẹ,Tăng ổn,Giảm nhẹ,Tăng nhẹ,-,-,-,-,Giảm nhẹ,Giảm khá,Tăng ổn,Tăng nhẹ,Giảm mạnh,Tăng ổn,Giảm nhẹ,Giảm khá,Giảm mạnh,Tăng ổn,Tăng nhẹ,Giảm mạnh,Tăng nhẹ,Tăng tốt,Giảm nhẹ
Saturday 2019-11-23,Tăng nhẹ,Tăng ổn,Tăng tốt,Giảm nhẹ,Giảm nhẹ,Giảm khá,-,Giảm nhẹ,-,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,-,Tăng nhẹ,-,Giảm nhẹ,-,Tăng ổn,-,Giảm nhẹ,-,Tăng ổn,Tăng ổn,Giảm nhẹ
Sunday 2019-11-24,Giảm nhẹ,-,-,Giảm nhẹ,Giảm khá,Tăng nhẹ,Tăng ổn,-,-,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,-,Tăng nhẹ,Giảm nhẹ,-,-,Giảm mạnh,Tăng nhẹ,Giảm nhẹ,-,Giảm mạnh,Giảm khá,Tăng tốt
Monday 2019-11-25,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,-,-,-,Giảm mạnh,Tăng nhẹ,Giảm mạnh,-,Giảm nhẹ,Giảm nhẹ,Giảm khá,Tăng tốt,-,Tăng nhẹ,Tăng nhẹ,Tăng tốt,Giảm nhẹ,Tăng tốt,Giảm khá,Tăng ổn,Tăng ổn,Giảm nhẹ
Tuesday 2019-11-26,Tăng nhẹ,Tăng nhẹ,Giảm khá,Giảm nhẹ,Tăng nhẹ,-,Giảm khá,-,Tăng ổn,-,Tăng ổn,Giảm nhẹ,Tăng nhẹ,Giảm khá,-,-,-,-,-,Giảm nhẹ,Giảm nhẹ,Tăng ổn,Tăng ổn,Tăng nhẹ
Wednesday 2019-11-27,Giảm nhẹ,-,Giảm khá,Tăng ổn,-,Tăng nhẹ,Tăng nhẹ,-,Giảm nhẹ,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,Giảm nhẹ,Giảm khá,Tăng ổn,Tăng tốt,Tăng ổn,Tăng ổn,-,Tăng ổn,Tăng nhẹ
Thursday 2019-11-28,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,-,Giảm nhẹ,-,Tăng nhẹ,Giảm nhẹ,Giảm khá,-,-,-,Tăng nhẹ,-,-,Tăng nhẹ,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,-,Tăng nhẹ,Tăng ổn,Giảm nhẹ
Friday 2019-11-29,Giảm nhẹ,-,Tăng nhẹ,-,Tăng nhẹ,Giảm mạnh,Tăng ổn,Tăng tốt,Giảm khá,Tăng tốt,Tăng ổn,Giảm khá,-,Tăng ổn,-,-,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,-,Tăng ổn,Tăng nhẹ,-,Giảm khá
Saturday 2019-11-30,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,-,Giảm nhẹ,Tăng nhẹ,-,Giảm nhẹ,Giảm nhẹ,Tăng ổn,-,-,Tăng nhẹ,-,Tăng nhẹ,-,Giảm khá,-,Giảm khá,Tăng nhẹ,Giảm khá,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ
Sunday 2019-12-01,Giảm nhẹ,Giảm nhẹ,Tăng nhẹ,Tăng nhẹ,Tăng nhẹ,Giảm nhẹ,-,Giảm nhẹ,Giảm khá,Giảm khá,Giảm nhẹ,Tăng nhẹ,Giảm nhẹ,-,-,-,-,Tăng nhẹ,Giảm khá,-,Tăng tốt,Giảm nhẹ,Giảm khá,Tăng nhẹ
Monday 2019-12-02,Tăng nhẹ
