-,00:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
Wednesday 2019-11-20,-,-,-,-,Nhẹ,Nhẹ,-,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,Khá,-,-
Thursday 2019-11-21,Khá,-,-,-,-,-,-,-,Khá,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,-
Friday 2019-11-22,-,-,Khá,-,-,-,Nhẹ,Nhẹ,-,-,-,-,-,-,Khá,-,-,-,-,-,-,-,Khá,-
Saturday 2019-11-23,-,Khá,-,-,Nhẹ,-,-,-,-,Nhẹ,Nhẹ,-,-,-,-,-,-,Nhẹ,-,-,-,Khá,Khá,Nhẹ
Sunday 2019-11-24,-,-,-,-,-,-,Nhẹ,-,-,-,-,-,Nhẹ,-,-,Nhẹ,Nhẹ,-,Nhẹ,-,-,-,-,Khá
Monday 2019-11-25,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,Khá,-,-,Nhẹ,Wow!!!,-,Khá,-,Nhẹ,Khá,-
Tuesday 2019-11-26,-,-,-,-,-,-,-,Nhẹ,Nhẹ,-,Khá,-,Nhẹ,-,Nhẹ,-,-,-,-,-,-,-,Nhẹ,-
Wednesday 2019-11-27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Khá,Nhẹ,-,-,Khá,Nhẹ
Thursday 2019-11-28,Nhẹ,-,Nhẹ,-,-,-,-,Nhẹ,-,-,-,-,-,Nhẹ,-,-,-,-,-,-,-,-,Khá,-
Friday 2019-11-29,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,Nhẹ,-,Khá,-,-,-,-,-,-,-
Saturday 2019-11-30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,-
Sunday 2019-12-01,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,-,Nhẹ,-,-,Nhẹ,Khá,-,-,-
Monday 2019-12-02,-
