-,00:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
Friday 2019-11-22,-,-,Khá,-,-,-,-,Khá,-,-,-,Nhẹ,-,-,Khá,-,-,-,-,Nhẹ,-,-,Mạnh,-
Saturday 2019-11-23,Nhẹ,-,Nhẹ,-,-,-,Nhẹ,-,Khá,-,Nhẹ,-,-,-,-,-,-,Nhẹ,Nhẹ,-,-,Khá,Khá,Nhẹ
Sunday 2019-11-24,-,-,-,-,-,Nhẹ,Nhẹ,-,Nhẹ,-,-,-,Nhẹ,Khá,-,-,Nhẹ,-,Khá,-,-,-,-,Khá
Monday 2019-11-25,-,-,-,Nhẹ,-,-,-,-,-,Nhẹ,-,-,-,Mạnh,-,Khá,-,Khá,-,Khá,Nhẹ,-,Khá,-
Tuesday 2019-11-26,-,-,-,-,Nhẹ,-,-,Nhẹ,-,Nhẹ,Mạnh,-,-,-,Nhẹ,-,-,Nhẹ,-,-,-,-,Nhẹ,-
Wednesday 2019-11-27,-,-,-,-,-,-,-,Khá,-,-,-,-,-,Nhẹ,-,-,-,-,Mạnh,-,-,-,-,Khá
Thursday 2019-11-28,Nhẹ,-,-,-,-,-,Nhẹ,Nhẹ,-,Khá,-,-,-,Khá,-,-,-,-,-,-,-,-,Khá,-
Friday 2019-11-29,-,-,-,-,-,-,-,Nhẹ,-,-,-,-,-,-,Nhẹ,-,Nhẹ,-,-,-,Nhẹ,-,Khá,-
Saturday 2019-11-30,-,-,-,-,-,Nhẹ,Nhẹ,-,-,-,-,-,Nhẹ,-,-,-,-,-,-,-,-,-,-,-
Sunday 2019-12-01,-,Nhẹ,-,-,-,-,Nhẹ,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,Khá,Nhẹ,-,-,-
Monday 2019-12-02,-
