-,00:00 - 01:00,01:00 - 02:00,02:00 - 03:00,03:00 - 04:00,04:00 - 05:00,05:00 - 06:00,06:00 - 07:00,07:00 - 08:00,08:00 - 09:00,09:00 - 10:00,10:00 - 11:00,11:00 - 12:00,12:00 - 13:00,13:00 - 14:00,14:00 - 15:00,15:00 - 16:00,16:00 - 17:00,17:00 - 18:00,18:00 - 19:00,19:00 - 20:00,20:00 - 21:00,21:00 - 22:00,22:00 - 23:00,23:00 - 00:00
Sunday 2019-11-10,Nhẹ,-,Nhẹ,-,Nhẹ,-,-,-,-,-,-,-,Nhẹ,-,-,-,-,Nhẹ,Khá,-,-,Khá,Khá,-
Monday 2019-11-11,Khá,-,-,Nhẹ,-,-,-,-,Nhẹ,-,-,-,-,-,Khá,-,-,Nhẹ,Nhẹ,-,Khá,Khá,-,Nhẹ
Tuesday 2019-11-12,-,-,-,-,-,-,Nhẹ,-,-,-,-,Khá,-,-,-,-,Nhẹ,-,Nhẹ,-,-,-,-,Nhẹ
Wednesday 2019-11-13,Nhẹ,-,-,-,Khá,Nhẹ,Nhẹ,-,-,-,Nhẹ,-,-,-,-,-,-,-,-,-,-,-,-,Khá
Thursday 2019-11-14,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,Nhẹ,-,-,-,Khá,-,-,-,Khá,-,-,-
Friday 2019-11-15,-,-,-,Khá,Nhẹ,-,Khá,-,-,-,-,-,Khá,Khá,-,Khá,-,-,-,Nhẹ,-,-,Nhẹ,-
Saturday 2019-11-16,-,-,-,-,-,-,-,-,Khá,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-
Sunday 2019-11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,Khá,-,-,-,-,-,-,-,Khá
Monday 2019-11-18,-,-,-,-,-,-,-,-,-,-,-,Nhẹ,-,-,-,Nhẹ,-,-,-,-,Nhẹ,-,-,-
Tuesday 2019-11-19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Khá,-,-,-,-,Nhẹ,Khá,-,-
Wednesday 2019-11-20,Nhẹ,-,-,-,-,Khá,-,-,Khá,-,-,-,-,-,-,-,-,-,-,-,-,Khá,-,-
Thursday 2019-11-21,Nhẹ,-,-,-,-,Nhẹ,-,-,Nhẹ,-,Nhẹ,Nhẹ,-,-,-,-,Khá,-,-,Khá,-,-,-,-
Friday 2019-11-22,-,-,Khá,-,-,Nhẹ,-,Khá,-,-,-,-,-,-,Khá,-,-,-,-,-,-,Khá,Khá,Nhẹ
Saturday 2019-11-23,-,Khá,Nhẹ,-,-,-,-,-,Khá,Nhẹ,-,-,-,Khá,-,-,-,-,Khá,-,-,Mạnh,Nhẹ,-
Sunday 2019-11-24,-,-,-,Nhẹ,-,Khá,-,-,-,-,-,-,-,Khá,-,Khá,Mạnh,-,Khá,-,-,-,-,Khá
Monday 2019-11-25,Khá,Nhẹ,-,-,-,Nhẹ,-,-,-,Khá,-,Mạnh,-,Khá,Khá,-,-,Khá,Khá,Mạnh,-,-,Khá,-
Tuesday 2019-11-26,-,-,-,-,Khá,-,-,Nhẹ,Mạnh,Mạnh,Nhẹ,-,-,-,Nhẹ,-,-,-,-,-,-,Khá,Khá,-
Wednesday 2019-11-27,-,Khá,-,-,-,Nhẹ,-,Khá,-,Khá,-,-,-,Khá,Nhẹ,-,-,Nhẹ,Mạnh,-,Khá,-,Khá,Nhẹ
Thursday 2019-11-28,Khá,-,-,-,-,-,Khá,-,-,Nhẹ,-,Nhẹ,-,-,Khá,-,Khá,-,-,-,Khá,-,Khá,Nhẹ
Friday 2019-11-29,-,-,-,-,Nhẹ,-,-,Khá,-,-,-,Nhẹ,-,-,-,-,Khá,-,Nhẹ,Nhẹ,Nhẹ,Khá,Khá,-
Saturday 2019-11-30,-,Nhẹ,-,-,-,-,Khá,Khá,Nhẹ,-,Khá,-,-,-,-,-,-,Nhẹ,-,-,-,-,Nhẹ,Nhẹ
Sunday 2019-12-01,-,-,-,Nhẹ,Nhẹ,-,-,-,-,-,Nhẹ,Khá,-,-,-,-,-,Khá,-,-,Wow!!!,-,-,Nhẹ
Monday 2019-12-02,-
